Code Tarif ,province,city, district 
SRI20211,Kalimantan Timur,Kutai Barat,Muara Pahu
SRI20216,Kalimantan Timur,Kutai Barat,Nyuatan
SRI20213,Kalimantan Timur,Kutai Barat,Penyinggahan
SRI20219,Kalimantan Timur,Kutai Barat,Siluq Ngurai
SRI20218,Kalimantan Timur,Kutai Barat,Tering
SRI20133,Kalimantan Timur,Kutai Kartanegara,Anggana
SRI20106,Kalimantan Timur,Kutai Kartanegara,Kembang Janggut
SRI20107,Kalimantan Timur,Kutai Kartanegara,Kenohan
SRI20130,Kalimantan Timur,Kutai Kartanegara,Marang Kayu
SRI20117,Kalimantan Timur,Kutai Kartanegara,Muara Kaman
SRI20120,Kalimantan Timur,Kutai Kartanegara,Muara Muntai
SRI20131,Kalimantan Timur,Kutai Kartanegara,Muara Wis
SRI20124,Kalimantan Timur,Kutai Kartanegara,Tabang
BTG20102,Kalimantan Timur,Kutai Timur,Batu Ampar
BTG20104,Kalimantan Timur,Kutai Timur,Busang
BTG20105,Kalimantan Timur,Kutai Timur,Kaliorang
BTG20106,Kalimantan Timur,Kutai Timur,Karangan
BTG20109,Kalimantan Timur,Kutai Timur,Long Mesangat
BTG20110,Kalimantan Timur,Kutai Timur,Muara Ancalong
BTG20111,Kalimantan Timur,Kutai Timur,Muara Bengkal
BTG20114,Kalimantan Timur,Kutai Timur,Sandaran
BTG20117,Kalimantan Timur,Kutai Timur,Telen
BTG20101,Kalimantan Timur,Kutai Timur,Teluk Pandan
SRI20225,Kalimantan Timur,Mahakam Ulu,Laham
SRI20206,Kalimantan Timur,Mahakam Ulu,Long Apari
SRI20215,Kalimantan Timur,Mahakam Ulu,Long Hubung
SRI20208,Kalimantan Timur,Mahakam Ulu,Long Pahangai
BPN20111,Kalimantan Timur,Paser,Muara Samu
BTH10413,Kepulauan Riau,Karimun,Belat
BTH10401,Kepulauan Riau,Karimun,Buru
BTH10412,Kepulauan Riau,Karimun,Durai
BTH10402,Kepulauan Riau,Karimun,Karimun
BTH10403,Kepulauan Riau,Karimun,Kundur
BTH10404,Kepulauan Riau,Karimun,Kundur Barat
BTH10405,Kepulauan Riau,Karimun,Kundur Utara
BTH10406,Kepulauan Riau,Karimun,Meral
BTH10411,Kepulauan Riau,Karimun,Meral Barat
BTH10407,Kepulauan Riau,Karimun,Moro
BTH10403,Kepulauan Riau,Karimun,Kundur
BTH10408,Kepulauan Riau,Karimun,Tebing
BTH10410,Kepulauan Riau,Karimun,Ungar
BTH10306,Kepulauan Riau,Kepulauan Anambas,Jemaja
BTH10307,Kepulauan Riau,Kepulauan Anambas,Jemaja Timur
BTH10322,Kepulauan Riau,Kepulauan Anambas,Palmatak
BTH10311,Kepulauan Riau,Kepulauan Anambas,Siantan
BTH10312,Kepulauan Riau,Kepulauan Anambas,Siantan Selatan
BTH10325,Kepulauan Riau,Kepulauan Anambas,Siantan Tengah
BTH10313,Kepulauan Riau,Kepulauan Anambas,Siantan Timur
BTH10208,Kepulauan Riau,Lingga,Selayar
BTH10210,Kepulauan Riau,Lingga,Kepulauan Posek
BTH10201,Kepulauan Riau,Lingga,Lingga
BTH10209,Kepulauan Riau,Lingga,Lingga Timur
BTH10202,Kepulauan Riau,Lingga,Lingga Utara
BTH10208,Kepulauan Riau,Lingga,Selayar
BTH10203,Kepulauan Riau,Lingga,Senayang
BTH10204,Kepulauan Riau,Lingga,Singkep
BTH10205,Kepulauan Riau,Lingga,Singkep Barat
BTH10206,Kepulauan Riau,Lingga,Singkep Pesisir
BTH10207,Kepulauan Riau,Lingga,Singkep Selatan
BTH10301,Kepulauan Riau,Natuna,Bunguran Barat
BTH10319,Kepulauan Riau,Natuna,Bunguran Batubi
BTH10318,Kepulauan Riau,Natuna,Bunguran Selatan
BTH10304,Kepulauan Riau,Natuna,Bunguran Tengah
BTH10302,Kepulauan Riau,Natuna,Bunguran Timur
BTH10303,Kepulauan Riau,Natuna,Bunguran Timur Laut
BTH10305,Kepulauan Riau,Natuna,Bunguran Utara
BTH10308,Kepulauan Riau,Natuna,Midai
BTH10322,Kepulauan Riau,Kepulauan Anambas,Palmatak
BTH10315,Kepulauan Riau,Natuna,Pulau Laut
BTH10316,Kepulauan Riau,Natuna,Pulau Tiga
BTH10320,Kepulauan Riau,Natuna,Pulau Tiga Barat
BTH10302,Kepulauan Riau,Natuna,Bunguran Timur
BTH10310,Kepulauan Riau,Natuna,Serasan
BTH10317,Kepulauan Riau,Natuna,Serasan Timur
BTH10321,Kepulauan Riau,Natuna,Suak Midai
BTH10314,Kepulauan Riau,Natuna,Subi
BTH10081,Kepulauan Riau,Batam,Belakang Padang
BTH10089,Kepulauan Riau,Batam,Bulang
BTH10083,Kepulauan Riau,Batam,Galang
AMQ20301,Maluku,Buru,Air Buaya
AMQ20311,Maluku,Buru,Batabual
AMQ20310,Maluku,Buru,Fena Leisela
AMQ20309,Maluku,Buru,Lilialy
AMQ20308,Maluku,Buru,Lolong Guba
AMQ20307,Maluku,Buru,Teluk Kaiely
AMQ20304,Maluku,Buru,Waeapo
AMQ20306,Maluku,Buru,Waelata
AMQ20305,Maluku,Buru,Waplau
AMQ20316,Maluku,Buru Selatan,Ambalau
AMQ20314,Maluku,Buru Selatan,Kepala Madan
AMQ20302,Maluku,Buru Selatan,Leksula
AMQ20313,Maluku,Buru Selatan,Namrole
AMQ20303,Maluku,Buru Selatan,Waesama
AMQ20410,Maluku,Kepulauan Aru,Aru Selatan Timur
AMQ20409,Maluku,Kepulauan Aru,Aru Selatan Utara
AMQ20406,Maluku,Kepulauan Aru,Aru Utara
AMQ20405,Maluku,Kepulauan Aru,Aru Utara Timur Batuley
AMQ20401,Maluku,Kepulauan Aru,Pulau-Pulau Aru
AMQ20401,Maluku,Kepulauan Aru,Pulau-Pulau Aru
AMQ20404,Maluku,Kepulauan Aru,Sir-Sir
AMQ20802,Maluku,Kepulauan Tanimbar,Kormomolin
AMQ20819,Maluku,Kepulauan Tanimbar,Molu Maru
AMQ20805,Maluku,Kepulauan Tanimbar,Nirunmas
AMQ20811,Maluku,Kepulauan Tanimbar,Selaru
AMQ20812,Maluku,Kepulauan Tanimbar,Tanimbar Selatan
AMQ20813,Maluku,Kepulauan Tanimbar,Tanimbar Utara
AMQ20814,Maluku,Kepulauan Tanimbar,Wer Maktian
AMQ20815,Maluku,Kepulauan Tanimbar,Wer Tamrian
AMQ20816,Maluku,Kepulauan Tanimbar,Wuar Labobar
AMQ20801,Maluku,Maluku Barat Daya,Damer
AMQ20837,Maluku,Maluku Barat Daya,Dawelor Dawera
AMQ20832,Maluku,Maluku Barat Daya,Pulau Leti
AMQ20834,Maluku,Maluku Barat Daya,Moa Lakor
AMQ20831,Maluku,Maluku Barat Daya,Pulau Masela
AMQ20839,Maluku,Maluku Barat Daya,Pulau-Pulau Babar
AMQ20830,Maluku,Maluku Barat Daya,Pulau Wetang
AMQ20807,Maluku,Maluku Barat Daya,Pulau-Pulau Babar Timur
AMQ20834,Maluku,Maluku Barat Daya,Moa Lakor
AMQ20809,Maluku,Maluku Barat Daya,Pulau-Pulau Terselatan
AMQ20829,Maluku,Maluku Barat Daya,Wetar Barat
AMQ20827,Maluku,Maluku Barat Daya,Wetar Utara
AMQ20118,Maluku,Maluku Tengah,Amahai
AMQ20101,Maluku,Maluku Tengah,Banda
AMQ20100,Maluku,Maluku Tengah,Kota Masohi
AMQ20107,Maluku,Maluku Tengah,Leihitu
AMQ20826,Maluku,Maluku Tengah,Leihitu Barat
AMQ20119,Maluku,Maluku Tengah,Nusa Laut
AMQ20108,Maluku,Maluku Tengah,Pulau Haruku
AMQ20110,Maluku,Maluku Tengah,Salahutu
AMQ20121,Maluku,Maluku Tengah,Saparua
AMQ20825,Maluku,Maluku Tengah,Saparua Timur
AMQ20113,Maluku,Maluku Tengah,Seram Utara
AMQ20824,Maluku,Maluku Tengah,Seram Utara Barat
AMQ20823,Maluku,Maluku Tengah,Seram Utara Timur Kobi
AMQ20822,Maluku,Maluku Tengah,Seram Utara Timur Seti
AMQ20115,Maluku,Maluku Tengah,Tehoru
AMQ20821,Maluku,Maluku Tengah,Teluk Elpaputih
AMQ20820,Maluku,Maluku Tengah,Telutih
AMQ20116,Maluku,Maluku Tengah,Teon Nila Serua
AMQ20219,Maluku,Maluku Tenggara,Hoat Sorbay
AMQ20201,Maluku,Maluku Tenggara,Kei Besar
AMQ20208,Maluku,Maluku Tenggara,Kei Besar Selatan
AMQ20209,Maluku,Maluku Tenggara,Kei Besar Utara Timur
AMQ20210,Maluku,Maluku Tenggara,Kei Kecil
AMQ20216,Maluku,Maluku Tenggara,Kei Kecil Barat
AMQ20215,Maluku,Maluku Tenggara,Kei Kecil Timur
AMQ20214,Maluku,Maluku Tenggara,Kei Kecil Timur Selatan
AMQ20213,Maluku,Maluku Tenggara,Manyeuw
AMQ20819,Maluku,Kepulauan Tanimbar,Molu Maru
AMQ20839,Maluku,Maluku Barat Daya,Pulau-Pulau Babar
AMQ20812,Maluku,Kepulauan Tanimbar,Tanimbar Selatan
AMQ20832,Maluku,Maluku Barat Daya,Pulau Leti
AMQ20612,Maluku,Seram Bagian Barat,Amalatu
AMQ20611,Maluku,Seram Bagian Barat,Elpaputih
AMQ20610,Maluku,Seram Bagian Barat,Huamual
AMQ20609,Maluku,Seram Bagian Barat,Huamual Belakang
AMQ20608,Maluku,Seram Bagian Barat,Inamosol
AMQ20601,Maluku,Seram Bagian Barat,Kairatu
AMQ20607,Maluku,Seram Bagian Barat,Kairatu Barat
AMQ20602,Maluku,Seram Bagian Barat,Seram Barat
AMQ20602,Maluku,Seram Bagian Barat,Seram Barat
AMQ20603,Maluku,Seram Bagian Barat,Taniwel
AMQ20605,Maluku,Seram Bagian Barat,Taniwel Timur
AMQ20609,Maluku,Seram Bagian Barat,Huamual Belakang
AMQ20701,Maluku,Seram Bagian Timur,Bula
AMQ20716,Maluku,Seram Bagian Timur,Bula Barat
AMQ20701,Maluku,Seram Bagian Timur,Bula
AMQ20715,Maluku,Seram Bagian Timur,Gorom Timur
AMQ20714,Maluku,Seram Bagian Timur,Kian Darat
AMQ20712,Maluku,Seram Bagian Timur,Pulau Gorom
AMQ20711,Maluku,Seram Bagian Timur,Pulau Panjang
AMQ20712,Maluku,Seram Bagian Timur,Pulau Gorom
AMQ20703,Maluku,Seram Bagian Timur,Seram Timur
AMQ20710,Maluku,Seram Bagian Timur,Siritaun Wida Timur
AMQ20709,Maluku,Seram Bagian Timur,Siwalalat
AMQ20708,Maluku,Seram Bagian Timur,Teluk Waru
AMQ20707,Maluku,Seram Bagian Timur,Teor
AMQ20705,Maluku,Seram Bagian Timur,Wakate
AMQ20704,Maluku,Seram Bagian Timur,Werinama
AMQ10009,Maluku,Ambon,Leitimur Selatan
AMQ10005,Maluku,Ambon,Nusaniwe
AMQ10006,Maluku,Ambon,Sirimau
AMQ20254,Maluku,Tual,Kur Selatan
AMQ20253,Maluku,Tual,Pulau Dullah Selatan
AMQ20252,Maluku,Tual,Pulau Dullah Utara
AMQ20253,Maluku,Tual,Pulau Dullah Selatan
TTE20202,Maluku Utara,Halmahera Barat,Ibu
TTE20207,Maluku Utara,Halmahera Barat,Ibu Selatan
TTE20206,Maluku Utara,Halmahera Barat,Ibu Utara
TTE20200,Maluku Utara,Halmahera Barat,Jailolo
TTE20201,Maluku Utara,Halmahera Barat,Jailolo Selatan
TTE20203,Maluku Utara,Halmahera Barat,Loloda
TTE20204,Maluku Utara,Halmahera Barat,Sahu
TTE20205,Maluku Utara,Halmahera Barat,Sahu Timur
TTE20301,Maluku Utara,Halmahera Selatan,Bacan
TTE20330,Maluku Utara,Halmahera Selatan,Bacan Barat
TTE20329,Maluku Utara,Halmahera Selatan,Bacan Barat Utara
TTE20302,Maluku Utara,Halmahera Selatan,Bacan Selatan
TTE20303,Maluku Utara,Halmahera Selatan,Bacan Timur
TTE20328,Maluku Utara,Halmahera Selatan,Bacan Timur Selatan
TTE20327,Maluku Utara,Halmahera Selatan,Bacan Timur Tengah
TTE20304,Maluku Utara,Halmahera Selatan,Gane Barat
TTE20326,Maluku Utara,Halmahera Selatan,Gane Barat Selatan
TTE20325,Maluku Utara,Halmahera Selatan,Gane Barat Utara
TTE20305,Maluku Utara,Halmahera Selatan,Gane Timur
TTE20324,Maluku Utara,Halmahera Selatan,Gane Timur Selatan
TTE20323,Maluku Utara,Halmahera Selatan,Gane Timur Tengah
TTE20322,Maluku Utara,Halmahera Selatan,Kasiruta Barat
TTE20321,Maluku Utara,Halmahera Selatan,Kasiruta Timur
TTE20306,Maluku Utara,Halmahera Selatan,Kayoa
TTE20320,Maluku Utara,Halmahera Selatan,Kayoa Barat
TTE20319,Maluku Utara,Halmahera Selatan,Kayoa Selatan
TTE20318,Maluku Utara,Halmahera Selatan,Kayoa Utara
TTE20317,Maluku Utara,Halmahera Selatan,Kepulauan Botanglomang
TTE20316,Maluku Utara,Halmahera Selatan,Kepulauan Joronga
TTE20301,Maluku Utara,Halmahera Selatan,Bacan
TTE20315,Maluku Utara,Halmahera Selatan,Makian Barat
TTE20314,Maluku Utara,Halmahera Selatan,Mandioli Selatan
TTE20313,Maluku Utara,Halmahera Selatan,Mandioli Utara
TTE20307,Maluku Utara,Halmahera Selatan,Obi
TTE20312,Maluku Utara,Halmahera Selatan,Obi Barat
TTE20308,Maluku Utara,Halmahera Selatan,Obi Selatan
TTE20311,Maluku Utara,Halmahera Selatan,Obi Timur
TTE20310,Maluku Utara,Halmahera Selatan,Obi Utara
TTE20309,Maluku Utara,Halmahera Selatan,Pulau Makian
TTE20402,Maluku Utara,Halmahera Tengah,Patani
TTE20407,Maluku Utara,Halmahera Tengah,Patani Barat
TTE20408,Maluku Utara,Halmahera Tengah,Patani Timur
TTE20406,Maluku Utara,Halmahera Tengah,Patani Utara
TTE20401,Maluku Utara,Halmahera Tengah,Pulau Gebe
TTE20400,Maluku Utara,Halmahera Tengah,Weda
TTE20405,Maluku Utara,Halmahera Tengah,Weda Selatan
TTE20404,Maluku Utara,Halmahera Tengah,Weda Tengah
TTE20409,Maluku Utara,Halmahera Tengah,Weda Timur
TTE20403,Maluku Utara,Halmahera Tengah,Weda Utara
TTE20509,Maluku Utara,Halmahera Timur,Kota Maba
TTE20500,Maluku Utara,Halmahera Timur,Maba
TTE20501,Maluku Utara,Halmahera Timur,Maba Selatan
TTE20508,Maluku Utara,Halmahera Timur,Maba Tengah
TTE20507,Maluku Utara,Halmahera Timur,Maba Utara
TTE20502,Maluku Utara,Halmahera Timur,Wasile
TTE20503,Maluku Utara,Halmahera Timur,Wasile Selatan
TTE20506,Maluku Utara,Halmahera Timur,Wasile Tengah
TTE20505,Maluku Utara,Halmahera Timur,Wasile Timur
TTE20504,Maluku Utara,Halmahera Timur,Wasile Utara
TTE20602,Maluku Utara,Halmahera Utara,Galela
TTE20619,Maluku Utara,Halmahera Utara,Galela Barat
TTE20618,Maluku Utara,Halmahera Utara,Galela Selatan
TTE20617,Maluku Utara,Halmahera Utara,Galela Utara
TTE20603,Maluku Utara,Halmahera Utara,Kao
TTE20616,Maluku Utara,Halmahera Utara,Kao Barat
TTE20615,Maluku Utara,Halmahera Utara,Kao Teluk
TTE20614,Maluku Utara,Halmahera Utara,Kao Utara
TTE20613,Maluku Utara,Halmahera Utara,Loloda Kepulauan
TTE20604,Maluku Utara,Halmahera Utara,Loloda Utara
TTE20605,Maluku Utara,Halmahera Utara,Malifut
TTE20600,Maluku Utara,Halmahera Utara,Tobelo
TTE20612,Maluku Utara,Halmahera Utara,Tobelo Barat
TTE20601,Maluku Utara,Halmahera Utara,Tobelo Selatan
TTE20611,Maluku Utara,Halmahera Utara,Tobelo Tengah
TTE20610,Maluku Utara,Halmahera Utara,Tobelo Timur
TTE20609,Maluku Utara,Halmahera Utara,Tobelo Utara
TTE20701,Maluku Utara,Kepulauan Sula,Mangoli Barat
TTE20714,Maluku Utara,Kepulauan Sula,Mangoli Selatan
TTE20713,Maluku Utara,Kepulauan Sula,Mangoli Tengah
TTE20702,Maluku Utara,Kepulauan Sula,Mangoli Timur
TTE20712,Maluku Utara,Kepulauan Sula,Mangoli Utara
TTE20711,Maluku Utara,Kepulauan Sula,Mangoli Utara Timur
PKY21217,Maluku Utara,Pulau Taliabu,Taliabu Barat Laut
TTE20700,Maluku Utara,Kepulauan Sula,Sanana
TTE20710,Maluku Utara,Kepulauan Sula,Sanana Utara
TTE20704,Maluku Utara,Kepulauan Sula,Sulabesi Barat
TTE20708,Maluku Utara,Kepulauan Sula,Sulabesi Tengah
TTE20709,Maluku Utara,Kepulauan Sula,Sulabesi Selatan
TTE20707,Maluku Utara,Kepulauan Sula,Sulabesi Timur
TTE20620,Maluku Utara,Pulau Morotai,Morotai Jaya
TTE20606,Maluku Utara,Pulau Morotai,Morotai Selatan
TTE20607,Maluku Utara,Pulau Morotai,Morotai Selatan Barat
TTE20621,Maluku Utara,Pulau Morotai,Morotai Timur
TTE20608,Maluku Utara,Pulau Morotai,Morotai Utara
PKY21219,Maluku Utara,Pulau Taliabu,Lede
PKY21218,Maluku Utara,Pulau Taliabu,Tabona
TTE20705,Maluku Utara,Pulau Taliabu,Taliabu Barat
PKY21217,Maluku Utara,Pulau Taliabu,Taliabu Barat Laut
PKY21216,Maluku Utara,Pulau Taliabu,Taliabu Selatan
TTE20706,Maluku Utara,Pulau Taliabu,Taliabu Timur
PKY21215,Maluku Utara,Pulau Taliabu,Taliabu Timur Selatan
PKY21214,Maluku Utara,Pulau Taliabu,Taliabu Utara
TTE10028,Maluku Utara,Ternate,Kota Ternate Tengah
TTE10021,Maluku Utara,Ternate,Moti
TTE10026,Maluku Utara,Ternate,Pulau Batang Dua
TTE10025,Maluku Utara,Ternate,Pulau Hiri
TTE10024,Maluku Utara,Ternate,Pulau Ternate
TTE10022,Maluku Utara,Ternate,Kota Ternate Selatan
TTE10023,Maluku Utara,Ternate,Kota Ternate Utara
TTE20801,Maluku Utara,Tidore Kepulauan,Oba
TTE20812,Maluku Utara,Tidore Kepulauan,Oba Selatan
TTE20811,Maluku Utara,Tidore Kepulauan,Oba Tengah
TTE20802,Maluku Utara,Tidore Kepulauan,Oba Utara
TTE20800,Maluku Utara,Tidore Kepulauan,Tidore
TTE20803,Maluku Utara,Tidore Kepulauan,Tidore Selatan
TTE20810,Maluku Utara,Tidore Kepulauan,Tidore Timur
TTE20804,Maluku Utara,Tidore Kepulauan,Tidore Utara
LOP21117,Nusa Tenggara Barat,Kab. Bima,Lambitu
LOP21115,Nusa Tenggara Barat,Kab. Bima,Parado
LOP21114,Nusa Tenggara Barat,Kab. Bima,Soromandi
LOP21111,Nusa Tenggara Barat,Kab. Bima,Tambora
LOP20200,Nusa Tenggara Barat,Dompu,Dompu
LOP20202,Nusa Tenggara Barat,Dompu,Kempo
LOP20203,Nusa Tenggara Barat,Dompu,Kilo
LOP20204,Nusa Tenggara Barat,Dompu,Pajo
LOP20206,Nusa Tenggara Barat,Dompu,Woja
LOP20806,Nusa Tenggara Barat,Lombok Barat,Sekotong
LOP20417,Nusa Tenggara Barat,Lombok Timur,Sembalun
LOP20802,Nusa Tenggara Barat,Lombok Utara,Gangga
LOP20810,Nusa Tenggara Barat,Lombok Utara,Kayangan
LOP20814,Nusa Tenggara Barat,Lombok Utara,Pemenang
LOP20502,Nusa Tenggara Barat,Sumbawa,Batu Lanteh
LOP20502,Nusa Tenggara Barat,Sumbawa,Batu Lanteh
LOP20527,Nusa Tenggara Barat,Sumbawa,Lantung
LOP20526,Nusa Tenggara Barat,Sumbawa,Lenangguar
LOP20506,Nusa Tenggara Barat,Sumbawa,Lunyuk
LOP20520,Nusa Tenggara Barat,Sumbawa,Maronge
LOP20523,Nusa Tenggara Barat,Sumbawa,Orong Telu
LOP20510,Nusa Tenggara Barat,Sumbawa,Ropang
KOE20204,Nusa Tenggara Timur,Alor,Alor Barat Daya
KOE20205,Nusa Tenggara Timur,Alor,Alor Barat Laut
KOE20203,Nusa Tenggara Timur,Alor,Alor Selatan
KOE20206,Nusa Tenggara Timur,Alor,Alor Tengah Utara
KOE20201,Nusa Tenggara Timur,Alor,Alor Timur
KOE20207,Nusa Tenggara Timur,Alor,Alor Timur Laut
KOE20216,Nusa Tenggara Timur,Alor,Kabola
KOE20215,Nusa Tenggara Timur,Alor,Lembur
KOE20214,Nusa Tenggara Timur,Alor,Mataru
KOE20202,Nusa Tenggara Timur,Alor,Pantar
KOE20208,Nusa Tenggara Timur,Alor,Pantar Barat
KOE20217,Nusa Tenggara Timur,Alor,Pantar Baru Laut
KOE20213,Nusa Tenggara Timur,Alor,Pantar Tengah
KOE20212,Nusa Tenggara Timur,Alor,Pantar Timur
KOE20211,Nusa Tenggara Timur,Alor,Pulau Pura
KOE20115,Nusa Tenggara Timur,Belu,Atambua Selatan
KOE20110,Nusa Tenggara Timur,Belu,Kakuluk Mesak
KOE20102,Nusa Tenggara Timur,Belu,Lamaknen
KOE20119,Nusa Tenggara Timur,Belu,Lamaknen Selatan
KOE20118,Nusa Tenggara Timur,Belu,Lasiolat
KOE20117,Nusa Tenggara Timur,Belu,Nanaet Duabesi
KOE20116,Nusa Tenggara Timur,Belu,Raimanuk
KOE20111,Nusa Tenggara Timur,Belu,Raihat
KOE20108,Nusa Tenggara Timur,Belu,Tasifeto Barat
KOE20109,Nusa Tenggara Timur,Belu,TasifetoTimur
KOE20806,Nusa Tenggara Timur,Ende,Detukeli
KOE20801,Nusa Tenggara Timur,Ende,Detusoko
KOE20800,Nusa Tenggara Timur,Ende,Ende
KOE20807,Nusa Tenggara Timur,Ende,Ende Selatan
KOE20808,Nusa Tenggara Timur,Ende,Ende Tengah
KOE20809,Nusa Tenggara Timur,Ende,Ende Timur
KOE20810,Nusa Tenggara Timur,Ende,Ende Utara
KOE20811,Nusa Tenggara Timur,Ende,Kelimutu
KOE20812,Nusa Tenggara Timur,Ende,Kota Baru
KOE20822,Nusa Tenggara Timur,Ende,Lepembusu Kelisoke
KOE20813,Nusa Tenggara Timur,Ende,Lio Timur
KOE20820,Nusa Tenggara Timur,Ende,Maurole
KOE20814,Nusa Tenggara Timur,Ende,Maukaro
KOE20803,Nusa Tenggara Timur,Ende,Nangapanda
KOE20804,Nusa Tenggara Timur,Ende,Ndona
KOE20815,Nusa Tenggara Timur,Ende,Ndona Timur
KOE20821,Nusa Tenggara Timur,Ende,Ndori
KOE20816,Nusa Tenggara Timur,Ende,Pulau Ende
KOE20817,Nusa Tenggara Timur,Ende,Wewaria
KOE20818,Nusa Tenggara Timur,Ende,Wolojita
KOE20805,Nusa Tenggara Timur,Ende,Wolowaru
KOE20425,Nusa Tenggara Timur,Flores Timur,Adonara
KOE20401,Nusa Tenggara Timur,Flores Timur,Adonara Barat
KOE20424,Nusa Tenggara Timur,Flores Timur,Adonara Tengah
KOE20402,Nusa Tenggara Timur,Flores Timur,Adonara Timur
KOE20423,Nusa Tenggara Timur,Flores Timur,Demon Pagong
KOE20414,Nusa Tenggara Timur,Flores Timur,Ile Boleng
KOE20422,Nusa Tenggara Timur,Flores Timur,Ile Bura
KOE20415,Nusa Tenggara Timur,Flores Timur,Ile Mandiri
KOE20416,Nusa Tenggara Timur,Flores Timur,Kelubagolit
KOE20421,Nusa Tenggara Timur,Flores Timur,Lewolema
KOE20409,Nusa Tenggara Timur,Flores Timur,Solor Barat
KOE20420,Nusa Tenggara Timur,Flores Timur,Solor Selatan
KOE20410,Nusa Tenggara Timur,Flores Timur,Solor Timur
KOE20411,Nusa Tenggara Timur,Flores Timur,Tanjung Bunga
KOE20417,Nusa Tenggara Timur,Flores Timur,Titehena
KOE20418,Nusa Tenggara Timur,Flores Timur,Witihama
KOE20419,Nusa Tenggara Timur,Flores Timur,Wotan Ulumando
KOE20412,Nusa Tenggara Timur,Flores Timur,Wulanggitang
KOE21929,Nusa Tenggara Timur,Kab. Kupang,Amabi Oefeto
KOE21901,Nusa Tenggara Timur,Kab. Kupang,Amabi Oefeto Timur
KOE21905,Nusa Tenggara Timur,Kab. Kupang,Amarasi
KOE21902,Nusa Tenggara Timur,Kab. Kupang,Amarasi Barat
KOE21903,Nusa Tenggara Timur,Kab. Kupang,Amarasi Selatan
KOE21904,Nusa Tenggara Timur,Kab. Kupang,Amarasi Timur
KOE21906,Nusa Tenggara Timur,Kab. Kupang,Amfoang Barat Daya
KOE21907,Nusa Tenggara Timur,Kab. Kupang,Amfoang Barat Laut
KOE21908,Nusa Tenggara Timur,Kab. Kupang,Amfoang Selatan
KOE21928,Nusa Tenggara Timur,Kab. Kupang,Amfoang Tengah
KOE21927,Nusa Tenggara Timur,Kab. Kupang,Amfoang Timur
KOE21909,Nusa Tenggara Timur,Kab. Kupang,Amfoang Utara
KOE21910,Nusa Tenggara Timur,Kab. Kupang,Fatuleu
KOE21911,Nusa Tenggara Timur,Kab. Kupang,Fatuleu Barat
KOE21912,Nusa Tenggara Timur,Kab. Kupang,Fatuleu Tengah
KOE21914,Nusa Tenggara Timur,Kab. Kupang,Kupang Barat
KOE21915,Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah
KOE21916,Nusa Tenggara Timur,Kab. Kupang,Kupang Timur
KOE21917,Nusa Tenggara Timur,Kab. Kupang,Nekamese
KOE21922,Nusa Tenggara Timur,Kab. Kupang,Semau
KOE21923,Nusa Tenggara Timur,Kab. Kupang,Semau Selatan
KOE21924,Nusa Tenggara Timur,Kab. Kupang,Sulamu
KOE21925,Nusa Tenggara Timur,Kab. Kupang,Taebenu
KOE21926,Nusa Tenggara Timur,Kab. Kupang,Takari
KOE21806,Nusa Tenggara Timur,Lembata,Atadei
KOE21801,Nusa Tenggara Timur,Lembata,Buyasuri
KOE21804,Nusa Tenggara Timur,Lembata,Ile Ape
KOE21809,Nusa Tenggara Timur,Lembata,Ile Ape Timur
KOE21803,Nusa Tenggara Timur,Lembata,Lebatukan
KOE21805,Nusa Tenggara Timur,Lembata,Nubatukan
KOE21807,Nusa Tenggara Timur,Lembata,Naga Wutung
KOE21805,Nusa Tenggara Timur,Lembata,Nubatukan
KOE21802,Nusa Tenggara Timur,Lembata,Omesuri
KOE21808,Nusa Tenggara Timur,Lembata,Wulandoni
KOE20126,Nusa Tenggara Timur,Malaka,Botin Leobele
KOE20125,Nusa Tenggara Timur,Malaka,Io Kufeu
KOE20101,Nusa Tenggara Timur,Malaka,Kobalima
KOE20124,Nusa Tenggara Timur,Malaka,Kobalima Timur
KOE20123,Nusa Tenggara Timur,Malaka,Laenmanen
KOE20106,Nusa Tenggara Timur,Malaka,Malaka Barat
KOE20104,Nusa Tenggara Timur,Malaka,Malaka Tengah
KOE20103,Nusa Tenggara Timur,Malaka,Malaka Timur
KOE20112,Nusa Tenggara Timur,Malaka,Rinhat
KOE20113,Nusa Tenggara Timur,Malaka,Sasitamean
KOE20122,Nusa Tenggara Timur,Malaka,Weliman
KOE20121,Nusa Tenggara Timur,Malaka,Wewiku
KOE20603,Nusa Tenggara Timur,Manggarai,Cibal
KOE20626,Nusa Tenggara Timur,Manggarai,Cibal Barat
KOE21302,Nusa Tenggara Timur,Manggarai Timur,Lamba Leda
KOE20621,Nusa Tenggara Timur,Manggarai,Langke Rembong
KOE20625,Nusa Tenggara Timur,Manggarai,Lelak
KOE21300,Nusa Tenggara Timur,Manggarai Timur,Borong
KOE20618,Nusa Tenggara Timur,Manggarai Timur,Lamba Leda Selatan
KOE20624,Nusa Tenggara Timur,Manggarai,Rahong Utara
KOE20613,Nusa Tenggara Timur,Manggarai,Reok
KOE20623,Nusa Tenggara Timur,Manggarai,Reok Barat
KOE20600,Nusa Tenggara Timur,Manggarai,Ruteng
KOE21305,Nusa Tenggara Timur,Manggarai Timur,Sambi Rampas
KOE20622,Nusa Tenggara Timur,Manggarai,Satar Mese Barat
