Ori kode,Kode tarif,province,city,district
KDX,KDR10014,Jawa Timur,Kediri,Semen
KDX,KDR10013,Jawa Timur,Kediri,Purwoasri
KDX,KDR10012,Jawa Timur,Kediri,Plosoklaten
KDX,KDR10011,Jawa Timur,Kediri,Plemahan
KDX,KDR10010,Jawa Timur,Kediri,Papar
KDX,KDR10009,Jawa Timur,Kediri,Pagu
KDX,KDR10008,Jawa Timur,Kediri,Ngadiluwih
KDX,KDR10007,Jawa Timur,Kediri,Mojo
KDX,KDR10006,Jawa Timur,Kediri,Kunjang
KDX,KDR10005,Jawa Timur,Kediri,Kras
KDX,KDR10004,Jawa Timur,Kediri,Kandat
KDX,KDR10003,Jawa Timur,Kediri,Gurah
KDX,KDR10002,Jawa Timur,Kediri,Grogol
KDX,KDR10001,Jawa Timur,Kediri,Gampengrejo
MDX,MDN10115,Jawa Timur,Madiun,Wungu
MDX,MDN10114,Jawa Timur,Madiun,Wonoasri
MDX,MDN10113,Jawa Timur,Madiun,Sawahan
MDX,MDN10112,Jawa Timur,Madiun,Saradan
MDX,MDN10111,Jawa Timur,Madiun,Pilangkenceng
MDX,MDN10110,Jawa Timur,Madiun,Mejayan
MDX,MDN10109,Jawa Timur,Madiun,Madiun
MDX,MDN10108,Jawa Timur,Madiun,Kebon Sari
MDX,MDN10107,Jawa Timur,Madiun,Kare
MDX,MDN10106,Jawa Timur,Madiun,Jiwan
MDX,MDN10105,Jawa Timur,Madiun,Gemarang
MDX,MDN10104,Jawa Timur,Madiun,Geger
MDX,MDN10103,Jawa Timur,Madiun,Dolopo
MDX,MDN10102,Jawa Timur,Madiun,Dagangan
MDX,MDN10101,Jawa Timur,Madiun,Balerejo
MLX,MLG20332,Jawa Timur,Kab. Malang,Pagelaran
MLX,MLG20331,Jawa Timur,Kab. Malang,Lawang
MLX,MLG20330,Jawa Timur,Kab. Malang,Kasembon
MLX,MLG20329,Jawa Timur,Kab. Malang,Pujon
MLX,MLG20328,Jawa Timur,Kab. Malang,Ngantang
MLX,MLG20327,Jawa Timur,Kab. Malang,Wonosari
MLX,MLG20326,Jawa Timur,Kab. Malang,Wajak
MLX,MLG20325,Jawa Timur,Kab. Malang,Wagir
MLX,MLG20324,Jawa Timur,Kab. Malang,Tumpang
MLX,MLG20323,Jawa Timur,Kab. Malang,Turen
MLX,MLG20322,Jawa Timur,Kab. Malang,Tirtoyudo
MLX,MLG20321,Jawa Timur,Kab. Malang,Tajinan
MLX,MLG20320,Jawa Timur,Kab. Malang,Sumbermanjing Wetan
MLX,MLG20319,Jawa Timur,Kab. Malang,Sumberpucung
MLX,MLG20318,Jawa Timur,Kab. Malang,Singosari
MLX,MLG20317,Jawa Timur,Kab. Malang,Poncokusumo
MLX,MLG20316,Jawa Timur,Kab. Malang,Pakisaji
MLX,MLG20315,Jawa Timur,Kab. Malang,Pakis
MLX,MLG20314,Jawa Timur,Kab. Malang,Pagak
MLX,MLG20313,Jawa Timur,Kab. Malang,Ngajum
MLX,MLG20312,Jawa Timur,Kab. Malang,Kromengan
MLX,MLG20311,Jawa Timur,Kab. Malang,Karangploso
MLX,MLG20310,Jawa Timur,Kab. Malang,Kalipare
MLX,MLG20309,Jawa Timur,Kab. Malang,Jabung
MLX,MLG20308,Jawa Timur,Kab. Malang,Gondanglegi
MLX,MLG20307,Jawa Timur,Kab. Malang,Gedangan
MLX,MLG20306,Jawa Timur,Kab. Malang,Donomulyo
MLX,MLG20305,Jawa Timur,Kab. Malang,Dau
MLX,MLG20304,Jawa Timur,Kab. Malang,Dampit
MLX,MLG20303,Jawa Timur,Kab. Malang,Bululawang
MLX,MLG20302,Jawa Timur,Kab. Malang,Bantur
MLX,MLG20301,Jawa Timur,Kab. Malang,Ampelgading
MLX,MLG20300,Jawa Timur,Kab. Malang,Kepanjen
MJX,MJK10021,Jawa Timur,Mojokerto,Mojoanyar
MJX,MJK10017,Jawa Timur,Mojokerto,Trowulan
MJX,MJK10016,Jawa Timur,Mojokerto,Trawas
MJX,MJK10015,Jawa Timur,Mojokerto,Sooko
MJX,MJK10014,Jawa Timur,Mojokerto,Puri
MJX,MJK10013,Jawa Timur,Mojokerto,Pungging
MJX,MJK10012,Jawa Timur,Mojokerto,Pacet
MJX,MJK10011,Jawa Timur,Mojokerto,Ngoro
MJX,MJK10009,Jawa Timur,Mojokerto,Kutorejo
MJX,MJK10010,Jawa Timur,Mojokerto,Mojosari
MJX,MJK10008,Jawa Timur,Mojokerto,Kemlagi
MJX,MJK10007,Jawa Timur,Mojokerto,Jetis
MJX,MJK10006,Jawa Timur,Mojokerto,Jatirejo
MJX,MJK10005,Jawa Timur,Mojokerto,Gondang
MJX,MJK10004,Jawa Timur,Mojokerto,Gedeg
MJX,MJK10003,Jawa Timur,Mojokerto,Dlanggu
MJX,MJK10002,Jawa Timur,Mojokerto,Dawarblandong
MJX,MJK10001,Jawa Timur,Mojokerto,Bangsal
NJK,SUB20419,Jawa Timur,Nganjuk,Patianrowo
NJK,SUB20418,Jawa Timur,Nganjuk,Ngronggot
NJK,SUB20417,Jawa Timur,Nganjuk,Lengkong
NJK,SUB20416,Jawa Timur,Nganjuk,Jatikalen
NJK,SUB20415,Jawa Timur,Nganjuk,Baron
NJK,SUB20414,Jawa Timur,Nganjuk,Kertosono
NJK,SUB20413,Jawa Timur,Nganjuk,Wilangan
NJK,SUB20412,Jawa Timur,Nganjuk,Tanjunganom
NJK,SUB20411,Jawa Timur,Nganjuk,Sukomoro
NJK,SUB20410,Jawa Timur,Nganjuk,Sawahan
NJK,SUB20409,Jawa Timur,Nganjuk,Rejoso
NJK,SUB20408,Jawa Timur,Nganjuk,Prambon
NJK,SUB20407,Jawa Timur,Nganjuk,Pace
NJK,SUB20406,Jawa Timur,Nganjuk,Ngluyu
NJK,SUB20405,Jawa Timur,Nganjuk,Ngetos
NJK,SUB20404,Jawa Timur,Nganjuk,Loceret
NJK,SUB20403,Jawa Timur,Nganjuk,Gondang
NJK,SUB20402,Jawa Timur,Nganjuk,Berbek
NJK,SUB20401,Jawa Timur,Nganjuk,Bagor
NJK,SUB20400,Jawa Timur,Nganjuk,Nganjuk
NGW,MDN20219,Jawa Timur,Ngawi,Kasreman
NGW,MDN20218,Jawa Timur,Ngawi,Gerih
NGW,MDN20205,Jawa Timur,Ngawi,Kedunggalar
NGW,MDN20216,Jawa Timur,Ngawi,Karanganyar
NGW,MDN20215,Jawa Timur,Ngawi,Widodaren
NGW,MDN20214,Jawa Timur,Ngawi,Sine
NGW,MDN20213,Jawa Timur,Ngawi,Pitu
NGW,MDN20212,Jawa Timur,Ngawi,Paron
NGW,MDN20211,Jawa Timur,Ngawi,Pangkur
NGW,MDN20210,Jawa Timur,Ngawi,Padas
NGW,MDN20209,Jawa Timur,Ngawi,Ngrambe
NGW,MDN20208,Jawa Timur,Ngawi,Mantingan
NGW,MDN20207,Jawa Timur,Ngawi,Kwadungan
NGW,MDN20206,Jawa Timur,Ngawi,Kendal
NGW,MDN20204,Jawa Timur,Ngawi,Karangjati
NGW,MDN20203,Jawa Timur,Ngawi,Jogorogo
NGW,MDN20202,Jawa Timur,Ngawi,Geneng
NGW,MDN20201,Jawa Timur,Ngawi,Bringin
NGW,MDN20200,Jawa Timur,Ngawi,Ngawi
PDX,PDN10022,Jawa Timur,Pasuruan,Tutur
PDX,PDN10005,Jawa Timur,Pasuruan,Grati
PDX,PDN10024,Jawa Timur,Pasuruan,Wonorejo
PDX,PDN10023,Jawa Timur,Pasuruan,Winongan
PDX,PDN10021,Jawa Timur,Pasuruan,Tosari
PDX,PDN10020,Jawa Timur,Pasuruan,Sukorejo
PDX,PDN10019,Jawa Timur,Pasuruan,Rembang
PDX,PDN10018,Jawa Timur,Pasuruan,Rejoso
PDX,PDN10017,Jawa Timur,Pasuruan,Puspo
PDX,PDN10016,Jawa Timur,Pasuruan,Purwosari
PDX,PDN10015,Jawa Timur,Pasuruan,Purwodadi
PDX,PDN10014,Jawa Timur,Pasuruan,Prigen
PDX,PDN10013,Jawa Timur,Pasuruan,Pohjentrek
PDX,PDN10012,Jawa Timur,Pasuruan,Pasrepan
PDX,PDN10010,Jawa Timur,Pasuruan,Nguling
PDX,PDN10009,Jawa Timur,Pasuruan,Lumbang
PDX,PDN10008,Jawa Timur,Pasuruan,Lekok
PDX,PDN10007,Jawa Timur,Pasuruan,Kraton
PDX,PDN10006,Jawa Timur,Pasuruan,Kejayan
PDX,PDN10004,Jawa Timur,Pasuruan,Gondangwetan
PDX,PDN10003,Jawa Timur,Pasuruan,Gempol
PDX,PDN10002,Jawa Timur,Pasuruan,Beji
PDX,PDN10001,Jawa Timur,Pasuruan,Bangil
PDX,PDN10030,Jawa Timur,Pasuruan,Pandaan
PNG,MDN20420,Jawa Timur,Ponorogo,Pudak
PNG,MDN20419,Jawa Timur,Ponorogo,Jambon
PNG,MDN20418,Jawa Timur,Ponorogo,Sukorejo
PNG,MDN20417,Jawa Timur,Ponorogo,Sooko
PNG,MDN20416,Jawa Timur,Ponorogo,Slahung
PNG,MDN20415,Jawa Timur,Ponorogo,Siman
PNG,MDN20414,Jawa Timur,Ponorogo,Sawoo
PNG,MDN20413,Jawa Timur,Ponorogo,Sampung
PNG,MDN20412,Jawa Timur,Ponorogo,Sambit
PNG,MDN20411,Jawa Timur,Ponorogo,Pulung
PNG,MDN20410,Jawa Timur,Ponorogo,Ngrayun
PNG,MDN20409,Jawa Timur,Ponorogo,Ngebel
PNG,MDN20408,Jawa Timur,Ponorogo,Mlarak
PNG,MDN20407,Jawa Timur,Ponorogo,Kauman
PNG,MDN20406,Jawa Timur,Ponorogo,Jetis
PNG,MDN20405,Jawa Timur,Ponorogo,Jenangan
PNG,MDN20404,Jawa Timur,Ponorogo,Bungkal
PNG,MDN20403,Jawa Timur,Ponorogo,Balong
PNG,MDN20402,Jawa Timur,Ponorogo,Badegan
PNG,MDN20401,Jawa Timur,Ponorogo,Babadan
PNG,MDN20400,Jawa Timur,Ponorogo,Ponorogo
SDA,SUB20720,Jawa Timur,Sidoarjo,Taman
SDA,SUB20719,Jawa Timur,Sidoarjo,Krian
SDA,SUB20717,Jawa Timur,Sidoarjo,Wonoayu
SDA,SUB20716,Jawa Timur,Sidoarjo,Waru
SDA,SUB20715,Jawa Timur,Sidoarjo,Tulangan
SDA,SUB20713,Jawa Timur,Sidoarjo,Tanggulangin
SDA,SUB20711,Jawa Timur,Sidoarjo,Sukodono
SDA,SUB20710,Jawa Timur,Sidoarjo,Sedati
SDA,SUB20708,Jawa Timur,Sidoarjo,Porong
SDA,SUB20706,Jawa Timur,Sidoarjo,Krembung
SDA,SUB20705,Jawa Timur,Sidoarjo,Jabon
SDA,SUB20704,Jawa Timur,Sidoarjo,Gedangan
SDA,SUB20703,Jawa Timur,Sidoarjo,Candi
SDA,SUB20702,Jawa Timur,Sidoarjo,Buduran
SDA,SUB20700,Jawa Timur,Sidoarjo,Sidoarjo
SDA,SUB10046,Jawa Timur,Sidoarjo,Prambon
SDA,SUB10045,Jawa Timur,Sidoarjo,Tarik
SDA,SUB10040,Jawa Timur,Sidoarjo,Balongbendo
TGA,SUB21019,Jawa Timur,Tulungagung,Kedungwaru
TGA,SUB21018,Jawa Timur,Tulungagung,Kauman
TGA,SUB21017,Jawa Timur,Tulungagung,Boyolangu
TGA,SUB21016,Jawa Timur,Tulungagung,Tanggunggunung
TGA,SUB21015,Jawa Timur,Tulungagung,Sumbergempol
TGA,SUB21014,Jawa Timur,Tulungagung,Sendang
TGA,SUB21013,Jawa Timur,Tulungagung,Rejotangan
TGA,SUB21012,Jawa Timur,Tulungagung,Pucanglaban
TGA,SUB21011,Jawa Timur,Tulungagung,Pakel
TGA,SUB21010,Jawa Timur,Tulungagung,Pagerwojo
TGA,SUB21009,Jawa Timur,Tulungagung,Ngunut
TGA,SUB21008,Jawa Timur,Tulungagung,Ngantru
TGA,SUB21006,Jawa Timur,Tulungagung,Karangrejo
TGA,SUB21005,Jawa Timur,Tulungagung,Kalidawir
TGA,SUB21004,Jawa Timur,Tulungagung,Gondang
TGA,SUB21003,Jawa Timur,Tulungagung,Campurdarat
TGA,SUB21002,Jawa Timur,Tulungagung,Besuki
TGA,SUB21001,Jawa Timur,Tulungagung,Bandung
TGA,SUB21000,Jawa Timur,Tulungagung,Tulungagung
BTU,MLG20205,Jawa Timur,Batu,Junrejo
BTU,MLG20204,Jawa Timur,Batu,Bumiaji
BTU,MLG20200,Jawa Timur,Batu,Batu
BLT,MLG20125,Jawa Timur,Blitar,Sukorejo
BLT,MLG20124,Jawa Timur,Blitar,Sananwetan
BLT,MLG20123,Jawa Timur,Blitar,Kepanjenkidul
KDR,KDR10026,Jawa Timur,Kediri,Pesantren
KDR,KDR10025,Jawa Timur,Kediri,Mojoroto
MDN,MDN10018,Jawa Timur,Madiun,Taman
MDN,MDN10017,Jawa Timur,Madiun,Manguharjo
MDN,MDN10016,Jawa Timur,Madiun,Kartoharjo
MLG,MLG10039,Jawa Timur,Malang,Sukun
MLG,MLG10038,Jawa Timur,Malang,Lowokwaru
MLG,MLG10037,Jawa Timur,Malang,Klojen
MLG,MLG10036,Jawa Timur,Malang,Kedungkandang
MLG,MLG10035,Jawa Timur,Malang,Blimbing
BYO,SOC20121,Jawa Tengah,Boyolali,Wonosamodro
MJK,MJK10023,Jawa Timur,Mojokerto,Prajuritkulon
MJK,MJK10022,Jawa Timur,Mojokerto,Magersari
PDN,PDN20104,Jawa Timur,Pasuruan,Panggungrejo
PDN,PDN20103,Jawa Timur,Pasuruan,Purworejo
PDN,PDN20102,Jawa Timur,Pasuruan,Gadingrejo
PDN,PDN20101,Jawa Timur,Pasuruan,Bugul Kidul
SUB,SUB10031,Jawa Timur,Surabaya,Wonokromo
SUB,SUB10030,Jawa Timur,Surabaya,Wonocolo
SUB,SUB10029,Jawa Timur,Surabaya,Wiyung
SUB,SUB10028,Jawa Timur,Surabaya,Tenggilis Mejoyo
SUB,SUB10027,Jawa Timur,Surabaya,Tegalsari
SUB,SUB10026,Jawa Timur,Surabaya,Tandes
SUB,SUB10025,Jawa Timur,Surabaya,Tambaksari
SUB,SUB10024,Jawa Timur,Surabaya,Sukomanunggal
SUB,SUB10023,Jawa Timur,Surabaya,Sukolilo
SUB,SUB10022,Jawa Timur,Surabaya,Simokerto
SUB,SUB10021,Jawa Timur,Surabaya,Semampir
SUB,SUB10020,Jawa Timur,Surabaya,Sawahan
SUB,SUB10019,Jawa Timur,Surabaya,Sambikerep
SUB,SUB10018,Jawa Timur,Surabaya,Rungkut
SUB,SUB10017,Jawa Timur,Surabaya,Pakal
SUB,SUB10016,Jawa Timur,Surabaya,Pabean Cantian
SUB,SUB10015,Jawa Timur,Surabaya,Mulyorejo
SUB,SUB10014,Jawa Timur,Surabaya,Lakarsantri
SUB,SUB10013,Jawa Timur,Surabaya,Krembangan
SUB,SUB10012,Jawa Timur,Surabaya,Kenjeran
SUB,SUB10011,Jawa Timur,Surabaya,Karang Pilang
SUB,SUB10010,Jawa Timur,Surabaya,Jambangan
SUB,SUB10009,Jawa Timur,Surabaya,Gunung Anyar
SUB,SUB10008,Jawa Timur,Surabaya,Gubeng
SUB,SUB10007,Jawa Timur,Surabaya,Genteng
SUB,SUB10006,Jawa Timur,Surabaya,Gayungan
SUB,SUB10005,Jawa Timur,Surabaya,Dukuh Pakis
SUB,SUB10004,Jawa Timur,Surabaya,Bulak
SUB,SUB10003,Jawa Timur,Surabaya,Bubutan
SUB,SUB10002,Jawa Timur,Surabaya,Benowo
SUB,SUB10001,Jawa Timur,Surabaya,Asem Rowo
PKU,PKU10028,Riau,Pekanbaru,Kulim
PNK,PNK10027,Kalimantan Barat,Pontianak,Pontianak Barat
PNK,PNK10028,Kalimantan Barat,Pontianak,Pontianak Kota
PNK,PNK10029,Kalimantan Barat,Pontianak,Pontianak Selatan
PNK,PNK10030,Kalimantan Barat,Pontianak,Pontianak Tenggara
PNK,PNK10031,Kalimantan Barat,Pontianak,Pontianak Timur
PNK,PNK10032,Kalimantan Barat,Pontianak,Pontianak Utara
BYO,SOC20122,Jawa Tengah,Boyolali,Musuk
BDJ,BDJ10001,Kalimantan Selatan,Banjarmasin,Banjarmasin Barat
BDJ,BDJ10002,Kalimantan Selatan,Banjarmasin,Banjarmasin Selatan
BDJ,BDJ10003,Kalimantan Selatan,Banjarmasin,Banjarmasin Tengah
BDJ,BDJ10004,Kalimantan Selatan,Banjarmasin,Banjarmasin Timur
BDJ,BDJ10005,Kalimantan Selatan,Banjarmasin,Banjarmasin Utara
PKU,PKU10025,Riau,Pekanbaru,Rumbai Timur
BPN,BPN10017,Kalimantan Timur,Balikpapan,Balikpapan Kota
BPN,BPN10009,Kalimantan Timur,Balikpapan,Balikpapan Barat
BPN,BPN10010,Kalimantan Timur,Balikpapan,Balikpapan Selatan
BPN,BPN10011,Kalimantan Timur,Balikpapan,Balikpapan Tengah
BPN,BPN10012,Kalimantan Timur,Balikpapan,Balikpapan Timur
BPN,BPN10013,Kalimantan Timur,Balikpapan,Balikpapan Utara
SRI,SRI10020,Kalimantan Timur,Samarinda,Samarinda Kota
SRI,SRI10005,Kalimantan Timur,Samarinda,Samarinda Seberang
SRI,SRI10007,Kalimantan Timur,Samarinda,Palaran
SRI,SRI10009,Kalimantan Timur,Samarinda,Samarinda Ilir
SRI,SRI10010,Kalimantan Timur,Samarinda,Samarinda Ulu
SRI,SRI10011,Kalimantan Timur,Samarinda,Samarinda Utara
SRI,SRI10012,Kalimantan Timur,Samarinda,Sungai Kunjang
SRI,SRI10013,Kalimantan Timur,Samarinda,Sambutan
SRI,SRI10014,Kalimantan Timur,Samarinda,Loa Janan Ilir
SRI,SRI10015,Kalimantan Timur,Samarinda,Sungai Pinang
MJK,MJK10025,Jawa Timur,Mojokerto,Kranggan
UPG,UPG10090,Sulawesi Selatan,Makassar,Ujung Pandang
UPG,UPG10003,Sulawesi Selatan,Makassar,Tamalate
UPG,UPG10004,Sulawesi Selatan,Makassar,Biringkanaya
UPG,UPG10005,Sulawesi Selatan,Makassar,Bontoala
UPG,UPG10006,Sulawesi Selatan,Makassar,Mamajang
UPG,UPG10007,Sulawesi Selatan,Makassar,Manggala
UPG,UPG10008,Sulawesi Selatan,Makassar,Mariso
UPG,UPG10009,Sulawesi Selatan,Makassar,Panakkukang
UPG,UPG10010,Sulawesi Selatan,Makassar,Rappocini
UPG,UPG10011,Sulawesi Selatan,Makassar,Tallo
UPG,UPG10012,Sulawesi Selatan,Makassar,Tamalanrea
UPG,UPG10013,Sulawesi Selatan,Makassar,Ujung Tanah
UPG,UPG10014,Sulawesi Selatan,Makassar,Wajo
UPG,UPG10015,Sulawesi Selatan,Makassar,Makassar
UPG,UPG10016,Sulawesi Selatan,Makassar,Kepulauan Sangkarrang
BYO,SOC20120,Jawa Tengah,Boyolali,Gladagsari
PKU,PKU10029,Riau,Pekanbaru,Pekanbaru Kota
BTN,TNJ10111,Kepulauan Riau,Bintan,Seri Kuala Lobam
BTN,TNJ10110,Kepulauan Riau,Bintan,Bintan Pesisir
BTN,TNJ10109,Kepulauan Riau,Bintan,Mantang
BTN,TNJ10108,Kepulauan Riau,Bintan,Toapaya
BTN,TNJ10106,Kepulauan Riau,Bintan,Telok Sebong
BTN,TNJ10105,Kepulauan Riau,Bintan,Teluk Bintan
BTN,TNJ10104,Kepulauan Riau,Bintan,Tambelan
BTN,TNJ10103,Kepulauan Riau,Bintan,Gunung Kijang
BTN,TNJ10102,Kepulauan Riau,Bintan,Bintan Utara
BTN,TNJ10101,Kepulauan Riau,Bintan,Bintan Timur
BTH,BTH10090,Kepulauan Riau,Batam,Batam Kota
BTH,BTH10052,Kepulauan Riau,Batam,Nongsa
BTH,BTH10054,Kepulauan Riau,Batam,Sekupang
BTH,BTH10080,Kepulauan Riau,Batam,Batu Ampar
BTH,BTH10081,Kepulauan Riau,Batam,Belakang Padang
BTH,BTH10083,Kepulauan Riau,Batam,Galang
BTH,BTH10084,Kepulauan Riau,Batam,Lubuk Baja
BTH,BTH10085,Kepulauan Riau,Batam,Sei Beduk
BTH,BTH10086,Kepulauan Riau,Batam,Sagulung
BTH,BTH10087,Kepulauan Riau,Batam,Batu Aji
BTH,BTH10088,Kepulauan Riau,Batam,Bengkong
BTH,BTH10089,Kepulauan Riau,Batam,Bulang
TNJ,TNJ10016,Kepulauan Riau,Tanjung Pinang,Bukit Bestari
TNJ,TNJ10017,Kepulauan Riau,Tanjung Pinang,Tanjung Pinang Barat
TNJ,TNJ10018,Kepulauan Riau,Tanjung Pinang,Tanjung Pinang Kota
TNJ,TNJ10019,Kepulauan Riau,Tanjung Pinang,Tanjung Pinang Timur
BKS,BKS10020,Bengkulu,Bengkulu,Gading Cempaka
BKS,BKS10021,Bengkulu,Bengkulu,Kampung Melayu
BKS,BKS10022,Bengkulu,Bengkulu,Muara Bangka Hulu
BKS,BKS10023,Bengkulu,Bengkulu,Ratu Agung
BKS,BKS10024,Bengkulu,Bengkulu,Ratu Samban
BKS,BKS10025,Bengkulu,Bengkulu,Selebar
BKS,BKS10026,Bengkulu,Bengkulu,Sungai Serut
BKS,BKS10027,Bengkulu,Bengkulu,Teluk Segara
BKS,BKS10028,Bengkulu,Bengkulu,Singaran Pati
TKG,TKG10032,Lampung,Bandar Lampung,Kedaton
TKG,TKG10033,Lampung,Bandar Lampung,Kemiling
TKG,TKG10034,Lampung,Bandar Lampung,Panjang
TKG,TKG10035,Lampung,Bandar Lampung,Rajabasa
TKG,TKG10036,Lampung,Bandar Lampung,Sukabumi
TKG,TKG10037,Lampung,Bandar Lampung,Sukarame
TKG,TKG10038,Lampung,Bandar Lampung,Tanjungkarang Barat
TKG,TKG10039,Lampung,Bandar Lampung,Tanjungkarang Pusat
TKG,TKG10040,Lampung,Bandar Lampung,Tanjungkarang Timur
TKG,TKG10041,Lampung,Bandar Lampung,Tanjung Senang
TKG,TKG10042,Lampung,Bandar Lampung,Telukbetung Barat
TKG,TKG10043,Lampung,Bandar Lampung,Telukbetung Selatan
TKG,TKG10044,Lampung,Bandar Lampung,Telukbetung Utara
TKG,TKG10045,Lampung,Bandar Lampung,Telukbetung Timur
TKG,TKG10046,Lampung,Bandar Lampung,Way Halim
TKG,TKG10047,Lampung,Bandar Lampung,Kedamaian
TKG,TKG10048,Lampung,Bandar Lampung,Enggal
TKG,TKG10049,Lampung,Bandar Lampung,Langkapura
TKG,TKG10050,Lampung,Bandar Lampung,Bumi Waras
TKG,TKG10150,Lampung,Bandar Lampung,Labuhan Ratu
PKU,PKU10021,Riau,Pekanbaru,Payung Sekaki
PKU,PKU10010,Riau,Pekanbaru,Lima Puluh
PKU,PKU10011,Riau,Pekanbaru,Marpoyan Damai
PKU,PKU10012,Riau,Pekanbaru,Sail
PKU,PKU10013,Riau,Pekanbaru,Senapelan
PKU,PKU10014,Riau,Pekanbaru,Sukajadi
PKU,PKU10016,Riau,Pekanbaru,Bukit Raya
PKU,PKU10017,Riau,Pekanbaru,Binawidya
PKU,PKU10020,Riau,Pekanbaru,Rumbai
PKU,PKU10019,Riau,Pekanbaru,Tenayan Raya
PDG,PDG10010,Sumatera Barat,Padang,Kuranji
PDG,PDG10008,Sumatera Barat,Padang,Bungus Teluk Kabung
PDG,PDG10009,Sumatera Barat,Padang,Koto Tangah
PDG,PDG10011,Sumatera Barat,Padang,Lubuk Begalung
PDG,PDG10012,Sumatera Barat,Padang,Lubuk Kilangan
PDG,PDG10013,Sumatera Barat,Padang,Nanggalo
PDG,PDG10014,Sumatera Barat,Padang,Padang Barat
PDG,PDG10015,Sumatera Barat,Padang,Padang Selatan
PDG,PDG10016,Sumatera Barat,Padang,Padang Timur
PDG,PDG10017,Sumatera Barat,Padang,Padang Utara
PDG,PDG10018,Sumatera Barat,Padang,Pauh
PLM,PLM10001,Sumatera Selatan,Palembang,Plaju
PLM,PLM10003,Sumatera Selatan,Palembang,Alang-Alang Lebar
PLM,PLM10004,Sumatera Selatan,Palembang,Bukitkecil
PLM,PLM10005,Sumatera Selatan,Palembang,Gandus
PLM,PLM10006,Sumatera Selatan,Palembang,Ilir Barat Satu
PLM,PLM10007,Sumatera Selatan,Palembang,Ilir Barat Dua
PLM,PLM10008,Sumatera Selatan,Palembang,Ilir Timur Satu
PLM,PLM10009,Sumatera Selatan,Palembang,Ilir Timur Dua
PLM,PLM10010,Sumatera Selatan,Palembang,Kalidoni
PLM,PLM10011,Sumatera Selatan,Palembang,Kemuning
PLM,PLM10012,Sumatera Selatan,Palembang,Kertapati
PLM,PLM10013,Sumatera Selatan,Palembang,Sako
PLM,PLM10014,Sumatera Selatan,Palembang,Seberang Ulu Satu
PLM,PLM10015,Sumatera Selatan,Palembang,Seberang Ulu Dua
PLM,PLM10016,Sumatera Selatan,Palembang,Sematangborang
PLM,PLM10017,Sumatera Selatan,Palembang,Sukarami
PLM,PLM10018,Sumatera Selatan,Palembang,Ilir Timur Tiga
PLM,PLM10019,Sumatera Selatan,Palembang,Jakabaring
MES,MES10017,Sumatera Utara,Medan,Medan Amplas
MES,MES10018,Sumatera Utara,Medan,Medan Area
MES,MES10019,Sumatera Utara,Medan,Medan Barat
MES,MES10020,Sumatera Utara,Medan,Medan Baru
MES,MES10021,Sumatera Utara,Medan,Medan Deli
MES,MES10022,Sumatera Utara,Medan,Medan Denai
MES,MES10023,Sumatera Utara,Medan,Medan Helvetia
MES,MES10024,Sumatera Utara,Medan,Medan Johor
MES,MES10025,Sumatera Utara,Medan,Medan Kota
MES,MES10026,Sumatera Utara,Medan,Medan Labuhan
MES,MES10027,Sumatera Utara,Medan,Medan Maimun
MES,MES10028,Sumatera Utara,Medan,Medan Marelan
MES,MES10029,Sumatera Utara,Medan,Medan Perjuangan
MES,MES10030,Sumatera Utara,Medan,Medan Petisah
MES,MES10031,Sumatera Utara,Medan,Medan Polonia
MES,MES10032,Sumatera Utara,Medan,Medan Selayang
MES,MES10033,Sumatera Utara,Medan,Medan Tembung
MES,MES10034,Sumatera Utara,Medan,Medan Timur
MES,MES10035,Sumatera Utara,Medan,Medan Tuntungan
MES,MES10045,Sumatera Utara,Medan,Medan Belawan
MES,MES10046,Sumatera Utara,Medan,Medan Sunggal
