Ori kode,Kode tarif,province,city,district
DPS,DPS10010,Bali,Denpasar,Denpasar Selatan
DPS,DPS10012,Bali,Denpasar,Denpasar Utara
DPS,DPS10011,Bali,Denpasar,Denpasar Timur
DPS,DPS10009,Bali,Denpasar,Denpasar Barat
TGX,TGR10133,Banten,Tangerang,Mekar Baru
TGX,TGR10132,Banten,Tangerang,Sepatan Timur
TGX,TGR10131,Banten,Tangerang,Gunung Kaler
TGX,TGR10130,Banten,Tangerang,Sindang Jaya
TGX,TGR10129,Banten,Tangerang,Solear
TGX,TGR10128,Banten,Tangerang,Kelapa Dua
TGX,TGR10127,Banten,Tangerang,Sukamulya
TGX,TGR10125,Banten,Tangerang,Sukadiri
TGX,TGR10124,Banten,Tangerang,Panongan
TGX,TGR10123,Banten,Tangerang,Pagedangan
TGX,TGR10122,Banten,Tangerang,Kosambi
TGX,TGR10121,Banten,Tangerang,Kemiri
TGX,TGR10120,Banten,Tangerang,Jayanti
TGX,TGR10119,Banten,Tangerang,Jambe
TGX,TGR10118,Banten,Tangerang,Cisauk
TGX,TGR10114,Banten,Tangerang,Teluknaga
TGX,TGR10112,Banten,Tangerang,Sepatan
TGX,TGR10111,Banten,Tangerang,Rajeg
TGX,TGR10110,Banten,Tangerang,Pakuhaji
TGX,TGR10109,Banten,Tangerang,PASAR KEMIS
TGX,TGR10108,Banten,Tangerang,Mauk
TGX,TGR10107,Banten,Tangerang,Legok
TGX,TGR10106,Banten,Tangerang,Kresek
TGX,TGR10105,Banten,Tangerang,Kronjo
TGX,TGR10104,Banten,Tangerang,Curug
TGX,TGR10103,Banten,Tangerang,Cisoka
TGX,TGR10102,Banten,Tangerang,Cikupa
TGX,TGR10101,Banten,Tangerang,Balaraja
TGX,TGR10100,Banten,Tangerang,Tigaraksa
TGR,TGR10055,Banten,Tangerang,Periuk
TGR,TGR10056,Banten,Tangerang,Pinang
TGR,TGR10054,Banten,Tangerang,Neglasari
TGR,TGR10053,Banten,Tangerang,Larangan
TGR,TGR10052,Banten,Tangerang,Karawaci
TGR,TGR10051,Banten,Tangerang,Karang Tengah
TGR,TGR10050,Banten,Tangerang,Jatiuwung
TGR,TGR10049,Banten,Tangerang,Cipondoh
TGR,TGR10048,Banten,Tangerang,Cibodas
TGR,TGR10047,Banten,Tangerang,Benda
TGR,TGR10046,Banten,Tangerang,Batuceper
TGR,TGR10036,Banten,Tangerang,Ciledug
TGR,TGR10070,Banten,Tangerang,Tangerang
TGS,TGR10117,Banten,Tangerang Selatan,Ciputat
TGS,TGR10116,Banten,Tangerang Selatan,Pamulang
TGS,TGR10115,Banten,Tangerang Selatan,Pondok Aren
TGS,TGR10113,Banten,Tangerang Selatan,Serpong
TGS,TGR10062,Banten,Tangerang Selatan,Setu
TGS,TGR10061,Banten,Tangerang Selatan,Ciputat Timur
TGS,TGR10060,Banten,Tangerang Selatan,Serpong Utara
CGK,CGK10108,DKI Jakarta,Jakarta Barat,Cengkareng
CGK,CGK10107,DKI Jakarta,Jakarta Barat,Tambora
CGK,CGK10106,DKI Jakarta,Jakarta Barat,Taman Sari
CGK,CGK10105,DKI Jakarta,Jakarta Barat,Pal Merah
CGK,CGK10104,DKI Jakarta,Jakarta Barat,Kembangan
CGK,CGK10103,DKI Jakarta,Jakarta Barat,Kebon Jeruk
CGK,CGK10102,DKI Jakarta,Jakarta Barat,Kalideres
CGK,CGK10101,DKI Jakarta,Jakarta Barat,Grogol Petamburan
CGK,CGK10308,DKI Jakarta,Jakarta Pusat,Tanah Abang
CGK,CGK10307,DKI Jakarta,Jakarta Pusat,Senen
CGK,CGK10306,DKI Jakarta,Jakarta Pusat,Sawah Besar
CGK,CGK10305,DKI Jakarta,Jakarta Pusat,Menteng
CGK,CGK10304,DKI Jakarta,Jakarta Pusat,Kemayoran
CGK,CGK10303,DKI Jakarta,Jakarta Pusat,Johar Baru
CGK,CGK10302,DKI Jakarta,Jakarta Pusat,Gambir
CGK,CGK10301,DKI Jakarta,Jakarta Pusat,Cempaka Putih
CGK,CGK10211,DKI Jakarta,Jakarta Selatan,Cilandak
CGK,CGK10209,DKI Jakarta,Jakarta Selatan,Tebet
CGK,CGK10208,DKI Jakarta,Jakarta Selatan,Setiabudi
CGK,CGK10207,DKI Jakarta,Jakarta Selatan,Pesanggrahan
CGK,CGK10206,DKI Jakarta,Jakarta Selatan,Pasar Minggu
CGK,CGK10205,DKI Jakarta,Jakarta Selatan,Pancoran
CGK,CGK10204,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
CGK,CGK10203,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
CGK,CGK10202,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
CGK,CGK10201,DKI Jakarta,Jakarta Selatan,Jagakarsa
CGK,CGK10510,DKI Jakarta,Jakarta Timur,Pulogadung
CGK,CGK10509,DKI Jakarta,Jakarta Timur,Pasar Rebo
CGK,CGK10508,DKI Jakarta,Jakarta Timur,Matraman
CGK,CGK10507,DKI Jakarta,Jakarta Timur,Makasar
CGK,CGK10506,DKI Jakarta,Jakarta Timur,Kramatjati
CGK,CGK10505,DKI Jakarta,Jakarta Timur,Jatinegara
CGK,CGK10504,DKI Jakarta,Jakarta Timur,Duren Sawit
CGK,CGK10503,DKI Jakarta,Jakarta Timur,Ciracas
CGK,CGK10502,DKI Jakarta,Jakarta Timur,Cipayung
CGK,CGK10501,DKI Jakarta,Jakarta Timur,Cakung
CGK,CGK10406,DKI Jakarta,Jakarta Utara,Cilincing
CGK,CGK10405,DKI Jakarta,Jakarta Utara,Tanjung Priok
CGK,CGK10404,DKI Jakarta,Jakarta Utara,Penjaringan
CGK,CGK10403,DKI Jakarta,Jakarta Utara,Pademangan
CGK,CGK10402,DKI Jakarta,Jakarta Utara,Koja
CGK,CGK10401,DKI Jakarta,Jakarta Utara,Kelapa Gading
BKX,BKI10124,Jawa Barat,Bekasi,Bojongmangu
BKX,BKI10123,Jawa Barat,Bekasi,Babelan
BKX,BKI10122,Jawa Barat,Bekasi,Tarumajaya
BKX,BKI10121,Jawa Barat,Bekasi,Tambun Utara
BKX,BKI10120,Jawa Barat,Bekasi,Tambun Selatan
BKX,BKI10119,Jawa Barat,Bekasi,Sukawangi
BKX,BKI10118,Jawa Barat,Bekasi,Sukakarya
BKX,BKI10117,Jawa Barat,Bekasi,Karang Bahagia
BKX,BKI10116,Jawa Barat,Bekasi,Tambelang
BKX,BKI10115,Jawa Barat,Bekasi,Sukatani
BKX,BKI10114,Jawa Barat,Bekasi,Setu
BKX,BKI10113,Jawa Barat,Bekasi,Serang Baru
BKX,BKI10112,Jawa Barat,Bekasi,Pebayuran
BKX,BKI10111,Jawa Barat,Bekasi,Muaragembong
BKX,BKI10110,Jawa Barat,Bekasi,Kedung Waringin
BKX,BKI10108,Jawa Barat,Bekasi,Cibitung
BKX,BKI10107,Jawa Barat,Bekasi,Cibarusah
BKX,BKI10106,Jawa Barat,Bekasi,Cabangbungin
BKX,BKI10105,Jawa Barat,Bekasi,Cikarang Utara
BKX,BKI10104,Jawa Barat,Bekasi,Cikarang Timur
BKX,BKI10103,Jawa Barat,Bekasi,Cikarang Selatan
BKX,BKI10102,Jawa Barat,Bekasi,Cikarang Pusat
BKX,BKI10101,Jawa Barat,Bekasi,Cikarang Barat
BOX,BOO20159,Jawa Barat,Kab. Bogor,Gunung Putri
BOX,BOO20157,Jawa Barat,Kab. Bogor,Tenjolaya
BOX,BOO20156,Jawa Barat,Kab. Bogor,Tanjungsari
BOX,BOO20155,Jawa Barat,Kab. Bogor,Tamansari
BOX,BOO20154,Jawa Barat,Kab. Bogor,Tajurhalang
BOX,BOO20153,Jawa Barat,Kab. Bogor,Sukaraja
BOX,BOO20152,Jawa Barat,Kab. Bogor,Sukamakmur
BOX,BOO20151,Jawa Barat,Kab. Bogor,Sukajaya
BOX,BOO20150,Jawa Barat,Kab. Bogor,Ranca Bungur
BOX,BOO20149,Jawa Barat,Kab. Bogor,Pamijahan
BOX,BOO20148,Jawa Barat,Kab. Bogor,Leuwisadeng
BOX,BOO20147,Jawa Barat,Kab. Bogor,Klapanunggal
BOX,BOO20146,Jawa Barat,Kab. Bogor,Kemang
BOX,BOO20145,Jawa Barat,Kab. Bogor,Ciseeng
BOX,BOO20144,Jawa Barat,Kab. Bogor,Cigombong
BOX,BOO20143,Jawa Barat,Kab. Bogor,Bojong Gede
BOX,BOO20142,Jawa Barat,Kab. Bogor,Babakan Madang
BOX,BOO20141,Jawa Barat,Kab. Bogor,Tenjo
BOX,BOO20140,Jawa Barat,Kab. Bogor,Rumpin
BOX,BOO20139,Jawa Barat,Kab. Bogor,Parung Panjang
BOX,BOO20138,Jawa Barat,Kab. Bogor,Parung
BOX,BOO20137,Jawa Barat,Kab. Bogor,Nanggung
BOX,BOO20136,Jawa Barat,Kab. Bogor,Megamendung
BOX,BOO20135,Jawa Barat,Kab. Bogor,Leuwiliang
BOX,BOO20134,Jawa Barat,Kab. Bogor,Jonggol
BOX,BOO20133,Jawa Barat,Kab. Bogor,Jasinga
BOX,BOO20132,Jawa Barat,Kab. Bogor,Gunung Sindur
BOX,BOO20131,Jawa Barat,Kab. Bogor,Dramaga
BOX,BOO20130,Jawa Barat,Kab. Bogor,Citeureup
BOX,BOO20129,Jawa Barat,Kab. Bogor,Cisarua
BOX,BOO20128,Jawa Barat,Kab. Bogor,Ciomas
BOX,BOO20127,Jawa Barat,Kab. Bogor,Cileungsi
BOX,BOO20126,Jawa Barat,Kab. Bogor,Cijeruk
BOX,BOO20125,Jawa Barat,Kab. Bogor,Cigudeg
BOX,BOO20124,Jawa Barat,Kab. Bogor,Cibungbulang
BOX,BOO20123,Jawa Barat,Kab. Bogor,Ciampea
BOX,BOO20122,Jawa Barat,Kab. Bogor,Ciawi
BOX,BOO20121,Jawa Barat,Kab. Bogor,Cariu
BOX,BOO20120,Jawa Barat,Kab. Bogor,Caringin
BOX,BOO20100,Jawa Barat,Kab. Bogor,Cibinong
BKI,BKI10049,Jawa Barat,Bekasi,Rawalumbu
BKI,BKI10048,Jawa Barat,Bekasi,Pondokmelati
BKI,BKI10047,Jawa Barat,Bekasi,Pondokgede
BKI,BKI10046,Jawa Barat,Bekasi,Mustikajaya
BKI,BKI10045,Jawa Barat,Bekasi,Medansatria
BKI,BKI10044,Jawa Barat,Bekasi,Jatisampurna
BKI,BKI10043,Jawa Barat,Bekasi,Jatiasih
BKI,BKI10042,Jawa Barat,Bekasi,Bekasi Utara
BKI,BKI10041,Jawa Barat,Bekasi,Bekasi Timur
BKI,BKI10040,Jawa Barat,Bekasi,Bekasi Selatan
BKI,BKI10039,Jawa Barat,Bekasi,Bekasi Barat
BKI,BKI10002,Jawa Barat,Bekasi,Bantargebang
BOO,BOO10026,Jawa Barat,Bogor,Bogor Barat
BOO,BOO10031,Jawa Barat,Bogor,Tanah Sareal
BOO,BOO10030,Jawa Barat,Bogor,Bogor Utara
BOO,BOO10029,Jawa Barat,Bogor,Bogor Timur
BOO,BOO10028,Jawa Barat,Bogor,Bogor Tengah
BOO,BOO10027,Jawa Barat,Bogor,Bogor Selatan
DPK,DPK10067,Jawa Barat,Depok,Cinere
DPK,DPK10066,Jawa Barat,Depok,Cilodong
DPK,DPK10065,Jawa Barat,Depok,Cipayung
DPK,DPK10064,Jawa Barat,Depok,Bojongsari
DPK,DPK10063,Jawa Barat,Depok,Tapos
DPK,DPK10062,Jawa Barat,Depok,Sukmajaya
DPK,DPK10061,Jawa Barat,Depok,Pancoran Mas
DPK,DPK10060,Jawa Barat,Depok,Limo
DPK,DPK10059,Jawa Barat,Depok,Beji
DPK,DPK10058,Jawa Barat,Depok,Sawangan
DPK,DPK10052,Jawa Barat,Depok,Cimanggis
RBT,CLG20229,Banten,Lebak,Cigemlong
RBT,CLG20228,Banten,Lebak,Cirinten
RBT,CLG20227,Banten,Lebak,Cihara
RBT,CLG20226,Banten,Lebak,Lebakgedong
RBT,CLG20225,Banten,Lebak,Cilograng
RBT,CLG20223,Banten,Lebak,Sobang
RBT,CLG20224,Banten,Lebak,Kalanganyar
RBT,CLG20221,Banten,Lebak,Curug Bitung
RBT,CLG20219,Banten,Lebak,Warunggunung
RBT,CLG20218,Banten,Lebak,Wanasalam
RBT,CLG20217,Banten,Lebak,Sajira
RBT,CLG20216,Banten,Lebak,Panggarangan
RBT,CLG20215,Banten,Lebak,Muncang
RBT,CLG20214,Banten,Lebak,Malingping
RBT,CLG20213,Banten,Lebak,Maja
RBT,CLG20212,Banten,Lebak,Leuwidamar
RBT,CLG20211,Banten,Lebak,Gunungkencana
RBT,CLG20210,Banten,Lebak,Cipanas
RBT,CLG20209,Banten,Lebak,Cimarga
RBT,CLG20208,Banten,Lebak,Cileles
RBT,CLG20207,Banten,Lebak,Cikulur
RBT,CLG20206,Banten,Lebak,Cijaku
RBT,CLG20205,Banten,Lebak,Cibeber
RBT,CLG20204,Banten,Lebak,Cibadak
RBT,CLG20203,Banten,Lebak,Bojongmanik
RBT,CLG20202,Banten,Lebak,Bayah
RBT,CLG20201,Banten,Lebak,Banjarsari
RBT,CLG20200,Banten,Lebak,Rangkasbitung
PDL,CLG20148,Banten,Pandeglang,Sobang
PDL,CLG20143,Banten,Pandeglang,Mekarjaya
PDL,CLG20142,Banten,Pandeglang,Pulosari
PDL,CLG20141,Banten,Pandeglang,Sindangresmi
PDL,CLG20139,Banten,Pandeglang,Koroncong
PDL,CLG20138,Banten,Pandeglang,Majasari
PDL,CLG20136,Banten,Pandeglang,Sukaresmi
PDL,CLG20135,Banten,Pandeglang,Picung
PDL,CLG20134,Banten,Pandeglang,Patia
PDL,CLG20133,Banten,Pandeglang,Panimbang
PDL,CLG20131,Banten,Pandeglang,Karang Tanjung
PDL,CLG20130,Banten,Pandeglang,Kaduhejo
PDL,CLG20129,Banten,Pandeglang,Cisata
PDL,CLG20128,Banten,Pandeglang,Cipeucang
PDL,CLG20126,Banten,Pandeglang,Cikedal
PDL,CLG20125,Banten,Pandeglang,Cigeulis
PDL,CLG20124,Banten,Pandeglang,Cibitung
PDL,CLG20123,Banten,Pandeglang,Carita
PDL,CLG20122,Banten,Pandeglang,Angsana
PDL,CLG20121,Banten,Pandeglang,Sumur
PDL,CLG20120,Banten,Pandeglang,Saketi
PDL,CLG20118,Banten,Pandeglang,Pagelaran
PDL,CLG20116,Banten,Pandeglang,Munjul
PDL,CLG20115,Banten,Pandeglang,Menes
PDL,CLG20114,Banten,Pandeglang,Mandalawangi
PDL,CLG20113,Banten,Pandeglang,Labuan
PDL,CLG20112,Banten,Pandeglang,Jiput
PDL,CLG20110,Banten,Pandeglang,Cimanuk
PDL,CLG20109,Banten,Pandeglang,Cimanggu
PDL,CLG20108,Banten,Pandeglang,Cikeusik
PDL,CLG20106,Banten,Pandeglang,Cibaliung
PDL,CLG20105,Banten,Pandeglang,Cadasari
PDL,CLG20103,Banten,Pandeglang,Bojong
PDL,CLG20101,Banten,Pandeglang,Banjar
PDL,CLG20100,Banten,Pandeglang,Pandeglang
SEY,CLG20524,Banten,Kab. Serang,Tunjung Teja
SEY,CLG20523,Banten,Kab. Serang,Tirtayasa
SEY,CLG20522,Banten,Kab. Serang,Tanara
SEY,CLG20521,Banten,Kab. Serang,Pulo Ampel
SEY,CLG20520,Banten,Kab. Serang,Pontang
SEY,CLG20519,Banten,Kab. Serang,Petir
SEY,CLG20518,Banten,Kab. Serang,Pamarayan
SEY,CLG20517,Banten,Kab. Serang,Padarincang
SEY,CLG20516,Banten,Kab. Serang,Pabuaran
SEY,CLG20515,Banten,Kab. Serang,Mancak
SEY,CLG20514,Banten,Kab. Serang,Kramatwatu
SEY,CLG20513,Banten,Kab. Serang,Kragilan
SEY,CLG20512,Banten,Kab. Serang,Kopo
SEY,CLG20511,Banten,Kab. Serang,Kibin
SEY,CLG20510,Banten,Kab. Serang,Jawilan
SEY,CLG20509,Banten,Kab. Serang,Ciruas
SEY,CLG20508,Banten,Kab. Serang,Ciomas
SEY,CLG20507,Banten,Kab. Serang,Cinangka
SEY,CLG20506,Banten,Kab. Serang,Cikeusal
SEY,CLG20505,Banten,Kab. Serang,Cikande
SEY,CLG20504,Banten,Kab. Serang,Carenang
SEY,CLG20503,Banten,Kab. Serang,Bojonegara
SEY,CLG20502,Banten,Kab. Serang,Binuang
SEY,CLG20501,Banten,Kab. Serang,Anyar
SEY,CLG20500,Banten,Kab. Serang,Baros
SEY,CLG20525,Banten,Kab. Serang,Waringinkurung
SEY,CLG20526,Banten,Kab. Serang,Lebak Wangi
SEY,CLG20527,Banten,Kab. Serang,Bandung
SEY,CLG20528,Banten,Kab. Serang,Gunung Sari
CLG,CLG10050,Banten,Cilegon,Cilegon
CLG,CLG10044,Banten,Cilegon,Pulomerak
CLG,CLG10037,Banten,Cilegon,Cibeber
CLG,CLG10039,Banten,Cilegon,Citangkil
CLG,CLG10040,Banten,Cilegon,Ciwandan
CLG,CLG10041,Banten,Cilegon,Gerogol
CLG,CLG10042,Banten,Cilegon,Jombang
CLG,CLG10043,Banten,Cilegon,Purwakarta
SEG,CLG20300,Banten,Serang,Serang
SEG,CLG20310,Banten,Serang,Curug
SEG,CLG20312,Banten,Serang,Kasemen
SEG,CLG20323,Banten,Serang,Taktakan
SEG,CLG20327,Banten,Serang,Walantaka
SEG,CLG20328,Banten,Serang,Cipocok Jaya
BTL,JOG20116,Daerah Istimewa Yogyakarta,Bantul,Sewon
BTL,JOG20115,Daerah Istimewa Yogyakarta,Bantul,Kasihan
BTL,JOG20114,Daerah Istimewa Yogyakarta,Bantul,Banguntapan
BTL,JOG20113,Daerah Istimewa Yogyakarta,Bantul,Srandakan
BTL,JOG20112,Daerah Istimewa Yogyakarta,Bantul,Sedayu
BTL,JOG20111,Daerah Istimewa Yogyakarta,Bantul,Sanden
BTL,JOG20110,Daerah Istimewa Yogyakarta,Bantul,Pundong
BTL,JOG20109,Daerah Istimewa Yogyakarta,Bantul,Pleret
BTL,JOG20108,Daerah Istimewa Yogyakarta,Bantul,Piyungan
BTL,JOG20107,Daerah Istimewa Yogyakarta,Bantul,Pandak
BTL,JOG20106,Daerah Istimewa Yogyakarta,Bantul,Pajangan
BTL,JOG20105,Daerah Istimewa Yogyakarta,Bantul,Kretek
BTL,JOG20104,Daerah Istimewa Yogyakarta,Bantul,Jetis
BTL,JOG20103,Daerah Istimewa Yogyakarta,Bantul,Imogiri
BTL,JOG20102,Daerah Istimewa Yogyakarta,Bantul,Dlingo
BTL,JOG20101,Daerah Istimewa Yogyakarta,Bantul,Bambanglipuro
BTL,JOG20100,Daerah Istimewa Yogyakarta,Bantul,Bantul
SLE,JOG20316,Daerah Istimewa Yogyakarta,Sleman,Mlati
SLE,JOG20315,Daerah Istimewa Yogyakarta,Sleman,Gamping
SLE,JOG20314,Daerah Istimewa Yogyakarta,Sleman,Depok
SLE,JOG20313,Daerah Istimewa Yogyakarta,Sleman,Turi
SLE,JOG20312,Daerah Istimewa Yogyakarta,Sleman,Tempel
SLE,JOG20311,Daerah Istimewa Yogyakarta,Sleman,Seyegan
SLE,JOG20310,Daerah Istimewa Yogyakarta,Sleman,Prambanan
SLE,JOG20309,Daerah Istimewa Yogyakarta,Sleman,Pakem
SLE,JOG20308,Daerah Istimewa Yogyakarta,Sleman,Ngemplak
SLE,JOG20307,Daerah Istimewa Yogyakarta,Sleman,Ngaglik
SLE,JOG20306,Daerah Istimewa Yogyakarta,Sleman,Moyudan
SLE,JOG20305,Daerah Istimewa Yogyakarta,Sleman,Minggir
SLE,JOG20304,Daerah Istimewa Yogyakarta,Sleman,Kalasan
SLE,JOG20303,Daerah Istimewa Yogyakarta,Sleman,Godean
SLE,JOG20302,Daerah Istimewa Yogyakarta,Sleman,Cangkringan
SLE,JOG20301,Daerah Istimewa Yogyakarta,Sleman,Berbah
SLE,JOG20300,Daerah Istimewa Yogyakarta,Sleman,Sleman
JOG,JOG10014,Daerah Istimewa Yogyakarta,Yogyakarta,Wirobrajan
JOG,JOG10013,Daerah Istimewa Yogyakarta,Yogyakarta,Umbulharjo
JOG,JOG10012,Daerah Istimewa Yogyakarta,Yogyakarta,Pakualaman
JOG,JOG10011,Daerah Istimewa Yogyakarta,Yogyakarta,Ngampilan
JOG,JOG10010,Daerah Istimewa Yogyakarta,Yogyakarta,Mergangsan
JOG,JOG10009,Daerah Istimewa Yogyakarta,Yogyakarta,Mantrijeron
JOG,JOG10008,Daerah Istimewa Yogyakarta,Yogyakarta,Kraton
JOG,JOG10007,Daerah Istimewa Yogyakarta,Yogyakarta,Kotagede
JOG,JOG10006,Daerah Istimewa Yogyakarta,Yogyakarta,Gondomanan
JOG,JOG10005,Daerah Istimewa Yogyakarta,Yogyakarta,Gondokusuman
JOG,JOG10004,Daerah Istimewa Yogyakarta,Yogyakarta,Gedongtengen
JOG,JOG10003,Daerah Istimewa Yogyakarta,Yogyakarta,Danurejan
JOG,JOG10002,Daerah Istimewa Yogyakarta,Yogyakarta,Jetis
JOG,JOG10001,Daerah Istimewa Yogyakarta,Yogyakarta,Tegalrejo
BDX,BDO10134,Jawa Barat,Bandung,Kutawaringin
BDX,BDO10130,Jawa Barat,Bandung,Solokanjeruk
BDX,BDO10129,Jawa Barat,Bandung,Rancaekek
BDX,BDO10128,Jawa Barat,Bandung,Rancabali
BDX,BDO10127,Jawa Barat,Bandung,Pasirjambu
BDX,BDO10126,Jawa Barat,Bandung,Paseh
BDX,BDO10125,Jawa Barat,Bandung,Pangalengan
BDX,BDO10124,Jawa Barat,Bandung,Pameungpeuk
BDX,BDO10123,Jawa Barat,Bandung,Pacet
BDX,BDO10122,Jawa Barat,Bandung,Nagreg
BDX,BDO10121,Jawa Barat,Bandung,Margahayu
BDX,BDO10120,Jawa Barat,Bandung,Margaasih
BDX,BDO10119,Jawa Barat,Bandung,Majalaya
BDX,BDO10118,Jawa Barat,Bandung,Katapang
BDX,BDO10116,Jawa Barat,Bandung,Kertasari
BDX,BDO10115,Jawa Barat,Bandung,Ibun
BDX,BDO10114,Jawa Barat,Bandung,Dayeuhkolot
BDX,BDO10113,Jawa Barat,Bandung,Ciwidey
BDX,BDO10112,Jawa Barat,Bandung,Ciparay
BDX,BDO10111,Jawa Barat,Bandung,Cimenyan
BDX,BDO10110,Jawa Barat,Bandung,Cimaung
BDX,BDO10109,Jawa Barat,Bandung,Cileunyi
BDX,BDO10108,Jawa Barat,Bandung,Cilengkrang
BDX,BDO10107,Jawa Barat,Bandung,Cikancung
BDX,BDO10106,Jawa Barat,Bandung,Cicalengka
BDX,BDO10105,Jawa Barat,Bandung,Cangkuang
BDX,BDO10104,Jawa Barat,Bandung,Bojongsoang
BDX,BDO10103,Jawa Barat,Bandung,Banjaran
BDX,BDO10102,Jawa Barat,Bandung,Baleendah
BDX,BDO10101,Jawa Barat,Bandung,Arjasari
BDX,BDO10100,Jawa Barat,Bandung,Soreang
BDY,BDO21016,Jawa Barat,Bandung Barat,Saguling
BDY,BDO21000,Jawa Barat,Bandung Barat,Ngamprah
BDY,BDO21014,Jawa Barat,Bandung Barat,Rongga
BDY,BDO21013,Jawa Barat,Bandung Barat,Parongpong
BDY,BDO21012,Jawa Barat,Bandung Barat,Cihampelas
BDY,BDO21011,Jawa Barat,Bandung Barat,Sindangkerta
BDY,BDO21010,Jawa Barat,Bandung Barat,Padalarang
BDY,BDO21009,Jawa Barat,Bandung Barat,Gununghalu
BDY,BDO21008,Jawa Barat,Bandung Barat,Cisarua
BDY,BDO21007,Jawa Barat,Bandung Barat,Cipongkor
BDY,BDO21006,Jawa Barat,Bandung Barat,Cipatat
BDY,BDO21005,Jawa Barat,Bandung Barat,Cipeundeuy
BDY,BDO21004,Jawa Barat,Bandung Barat,Cililin
BDY,BDO21003,Jawa Barat,Bandung Barat,Cikalongwetan
BDY,BDO21002,Jawa Barat,Bandung Barat,Batujajar
BDY,BDO21001,Jawa Barat,Bandung Barat,Lembang
CJR,SMI20133,Jawa Barat,Cianjur,Pasirkuda
CJR,SMI20132,Jawa Barat,Cianjur,Haurwangi
CJR,SMI20131,Jawa Barat,Cianjur,Leles
CJR,SMI20130,Jawa Barat,Cianjur,Gekbrong
CJR,SMI20129,Jawa Barat,Cianjur,Cikadu
CJR,SMI20128,Jawa Barat,Cianjur,Cijati
CJR,SMI20127,Jawa Barat,Cianjur,Campakamulya
CJR,SMI20125,Jawa Barat,Cianjur,Cipanas
CJR,SMI20123,Jawa Barat,Cianjur,Warungkondang
CJR,SMI20122,Jawa Barat,Cianjur,Tanggeung
CJR,SMI20121,Jawa Barat,Cianjur,Takokak
CJR,SMI20120,Jawa Barat,Cianjur,Sukaresmi
CJR,SMI20119,Jawa Barat,Cianjur,Sukanagara
CJR,SMI20118,Jawa Barat,Cianjur,Sukaluyu
CJR,SMI20117,Jawa Barat,Cianjur,Sindangbarang
CJR,SMI20116,Jawa Barat,Cianjur,Pagelaran
CJR,SMI20115,Jawa Barat,Cianjur,Pacet
CJR,SMI20114,Jawa Barat,Cianjur,Naringgul
CJR,SMI20113,Jawa Barat,Cianjur,Mande
CJR,SMI20112,Jawa Barat,Cianjur,Karangtengah
CJR,SMI20111,Jawa Barat,Cianjur,Kadupandak
CJR,SMI20110,Jawa Barat,Cianjur,Cugenang
CJR,SMI20109,Jawa Barat,Cianjur,Ciranjang
CJR,SMI20108,Jawa Barat,Cianjur,Cilaku
CJR,SMI20107,Jawa Barat,Cianjur,Cikalongkulon
CJR,SMI20106,Jawa Barat,Cianjur,Cidaun
CJR,SMI20105,Jawa Barat,Cianjur,Cibinong
CJR,SMI20104,Jawa Barat,Cianjur,Cibeber
CJR,SMI20103,Jawa Barat,Cianjur,Campaka
CJR,SMI20102,Jawa Barat,Cianjur,Bojongpicung
CJR,SMI20101,Jawa Barat,Cianjur,Agrabinta
CJR,SMI20100,Jawa Barat,Cianjur,Cianjur
CBX,CBN20443,Jawa Barat,Cirebon,Talun
CBX,CBN20442,Jawa Barat,Cirebon,Gunung Jati
CBX,CBN20441,Jawa Barat,Cirebon,Greged
CBX,CBN20440,Jawa Barat,Cirebon,Suranenggala
CBX,CBN20439,Jawa Barat,Cirebon,Jamblang
CBX,CBN20438,Jawa Barat,Cirebon,Sedong
CBX,CBN20436,Jawa Barat,Cirebon,Tengah Tani
CBX,CBN20435,Jawa Barat,Cirebon,Plumbon
CBX,CBN20434,Jawa Barat,Cirebon,Plered
CBX,CBN20433,Jawa Barat,Cirebon,Pasaleman
CBX,CBN20432,Jawa Barat,Cirebon,Panguragan
CBX,CBN20431,Jawa Barat,Cirebon,Weru
CBX,CBN20430,Jawa Barat,Cirebon,Pangenan
CBX,CBN20429,Jawa Barat,Cirebon,Waled
CBX,CBN20428,Jawa Barat,Cirebon,Palimanan
CBX,CBN20427,Jawa Barat,Cirebon,Susukan Lebak
CBX,CBN20426,Jawa Barat,Cirebon,Pabuaran
CBX,CBN20425,Jawa Barat,Cirebon,Susukan
CBX,CBN20424,Jawa Barat,Cirebon,Pabedilan
CBX,CBN20423,Jawa Barat,Cirebon,Mundu
CBX,CBN20422,Jawa Barat,Cirebon,Losari
CBX,CBN20421,Jawa Barat,Cirebon,Lemahabang
CBX,CBN20420,Jawa Barat,Cirebon,Klangenan
CBX,CBN20419,Jawa Barat,Cirebon,Kedawung
CBX,CBN20418,Jawa Barat,Cirebon,Karangwareng
CBX,CBN20417,Jawa Barat,Cirebon,Karangsembung
CBX,CBN20416,Jawa Barat,Cirebon,Kapetakan
CBX,CBN20415,Jawa Barat,Cirebon,Kaliwedi
CBX,CBN20414,Jawa Barat,Cirebon,Gempol
CBX,CBN20413,Jawa Barat,Cirebon,Gegesik
CBX,CBN20412,Jawa Barat,Cirebon,Gebang
CBX,CBN20411,Jawa Barat,Cirebon,Dukupuntang
